id,poem1,poem2,dataset1,dataset2,coherent,grammatical,melodious,moved,real,rhyming,readable,comprehensible,intense,liking
20730fa5-43ce-41ab-9bfb-f0be0065c6a6_0,"perhaps, or maybe i remember this,<br>and mrs coulter is the one i take.<br>i cannot follow her, except. i miss.<br>i miss the other mrs conway. she,<br>she is delightful to describe. she, she,<br>she dances. i, i, dancing is my free,<br>artistic pleasure; therefore dancing be,<br>forever mrs conway! mrs. moore!<br>the other mr coulter! i was sure.","you were always a dreamer , rose — red rose ,<br>as you swung on your perfumed spray ,<br>swinging , and all the world was true ,<br>swaying , what did it trouble you ?<br>a rose will fade in a day .",true_poetry,gutenberg,1,2,2,1,2,1,2,2,1,2
26e8c60f-38a4-48d1-ad4c-059265e0c389_0,"because of this transparent water, they,<br>instead of swimming, they begin the men,<br>the children to remove their clothing way,<br>before they enter into heaven, they,<br>instead, begin the painful journey, they,<br>however many there were, down from bay,<br>before they even exit into day,<br>before they even enter into night,<br>before they even notice sunrise light.","thou art the soul of a summer 's day ,<br>thou art the breath of the rose .<br>but the summer is fled<br>and the rose is dead<br>where are they gone , who knows , who knows ?",true_poetry,gutenberg,2,1,2,1,2,1,1,2,2,2
2a82cbf3-2086-4a6d-ad3f-736390b5d3df_0,"the castle of our desire vultures we should not thought <br>we saw the anted quarry and lone pen <br>wonder it seem's long since, with the lily charms <br>a stranger, yet idle in the hall <br>that its bloom would upstart were not thought to speak <br>","the castle of our desire vultures we should shun <br>and dark elb in the open field <br>by worshippers of dim and tranquil deep <br>the garl and the stones of mroud lindenus, who wove <br>now tsil lattuled, and yet a stone",gpt2,gpt2,1,2,1,2,2,1,1,1,1,1
58f9322f-1b9c-453a-90ed-45b9607bc552_0,"they wanna see my brother gary carter, <br>who really gotta twenty dollar sign ! <br>that funky pretty little jolly roger ! <br>so add another friendly dotted line. <br><br>with vocals by piano plated steel, <br>we like this very lovely mickey mouse ! <br>i wanna rock upon a steering wheel, <br>and wander through a sydney opera house.","it was the merest chance we met :<br>i could not find a word to say ,<br>and she was silent too — and yet<br>for hand and lips i dared to pray —<br>and margaret did not say me nay .",hafez,gutenberg,2,1,2,1,1,2,2,2,2,2
87fc754b-338f-4715-a1ee-8b93587375d2_0,"there is no wind to stir the leaves ,<br>the harsh leaves overhead ;<br>only the querulous cricket grieves ,<br>and shrilling locust weaves<br>a song of summer dead .","you will never be wrong if you do what is right ,<br>and this course pursue with all of your might ,<br>and if you 're a child going to school ,<br>or full grown up take this for your rule .<br>for people will talk .",gutenberg,gutenberg,1,2,1,2,1,1,1,1,2,2
eb467409-ae42-41f5-91b7-64db63409c9b_0,"the might-have-been with tooth accursed<br>gnaws at the piteous souls of men ,<br>the deep foundations suffer first ,<br>and all the structure crumbles then<br>beneath the bitter tooth accursed .","alas ! sweet bird , all life moves on ;<br>the seed becomes the ripened grain ,<br>and what is past is gone , is gone !<br>cease calling , therefore ,— ‘ tis in vain —,<br>“ come again ! come again ! ”",gutenberg,gutenberg,2,2,2,2,2,2,2,1,1,2
3d12e4a5-2bd4-4b4f-af04-b626057a47d2_0,"a world in life or heart in all her eyes <br>glorious yet sorrow rather than his brow <br>and this most visible so vain is now <br>this love untaught , from self , despite the true","hen . cock , cock , i have la-a-a-yed !<br>cock . hen , hen , that 's well sa-a-a-yed !<br>hen . although i have to go barefooted every da-a-y !<br>cock ( con spirito ) . sell your eggs , and buy shoes ,<br>sell your eggs , and buy shoes !",jhamtani,gutenberg,2,2,1,1,2,2,1,1,1,2
8d8dca27-dfe8-43db-b859-279158a3d7f1_0,"or the sidonian , with their fragrant freight<br>oil-olive , fig , and date ;<br>jars of dark sunburnt wine , flax-woven robes ,<br>or tyrian azure glass<br>wavy with gold , and agate-banded globes :—","mothers of men — the words are good indeed in the saying ,<br>pride in the very sound of them , strength in the sense of them , then<br>why is it their faces haunt me , wistful faces as praying<br>ever some dear thing vanished and ever a hope delaying ,<br>mothers of men ?",gutenberg,gutenberg,2,2,1,1,1,2,2,1,2,1
c95e13c7-7426-40aa-b9fc-400fdfa258c7_0,"come you , my careful flock , forego you master ,<br>i 'll fold you up and after fall a-sighing ;<br>words have no worth my secret wounds to plaster ;<br>naught may refresh my joys but phillis nighing .<br>farewell , old demades .","the castle of our desire vultures we must be proud <br>we saw once at the inns of time <br>the hangiest and the meanest trillium we could not seen <br>the verily of a tower, the midnight grass <br>the lily, the aisles stretch of",gutenberg,gpt2,1,1,2,1,2,1,2,2,2,2
1ad1ae6c-e862-43f6-9ae4-d970fd47e717_0,"how strange the lustre of spring , <br>and in the west the world hath ceased to be , <br>and i shall not be dumb <br>in what i am , i say , have i found","the fence ; and then the path that goes<br>around a trailer-tangled rock ,<br>through puckered pink and hollyhock ,<br>unto a latch-gate 's unkempt rose ,<br>and door whereat i knock .",ngram,gutenberg,1,2,2,2,1,2,1,2,2,2
30d74cd7-63c2-456b-bfc3-f2dbaf88b39b_0,"my father , if i might be a king , <br>if aught of that loved and fame , <br>i might have been but the deed of life to come ; <br>and the strength of the banner in","music , soft throbbing music in the night ,<br>her memory swims<br>into the brain , a carol of delight ;<br>the cup of music overbrims<br>with wine of memory , in the night .",ngram,gutenberg,1,1,2,2,1,1,1,2,1,2
70d437d6-e3dc-4c1e-923d-c447d848d744_0,"for moonlight of silver and sunlight of gold<br>glint the orchards of lemons and mangoes ,<br>and the ladies , we 're told ,<br>are a joy to behold<br>as they twine in their lissome fandangoes .","for i came to play in the big league , boy ,<br>and i played my string to the end .<br>to eyes divine where the white lights shine<br>i mumbled toasts over bubbling wine —<br>and finished minus a friend .",gutenberg,gutenberg,2,2,2,2,1,2,1,1,1,2
52952e92-22d8-4a5b-87f8-a8cea6c4f748_0,"it was the merest chance we met :<br>i could not find a word to say ,<br>and she was silent too — and yet<br>for hand and lips i dared to pray —<br>and margaret did not say me nay .","he ne'er will leave his chains again .<br>nay , should they take his chains away ,<br>the little captive still would stay .<br>‘ if this , ’ he cries , ‘ a bondage be ,<br>who could wish for liberty ? ’",gutenberg,gutenberg,2,2,1,2,1,2,2,2,2,1
0c715cec-53d5-48b2-a969-c6568cb1c045_0,"thou art all my early song , <br>and with the other eyes of her <br>no more in the tender breath <br>of all the heavenly dreams of the sorrow that are ,","the stars are falling , are falling —<br>look ! on your sleeve is a star !<br>six-pointed and perfect its form ,<br>six-pointed its comrades are ,—<br>all , gems of this wonder-storm !",ngram,gutenberg,1,1,1,1,1,1,1,1,1,1
bd87e2b7-28ad-4ff3-9588-4074b870c60c_0,"in the wind and the rain , <br>the little brown wind that came <br>in the sea and in the west , <br>and the thinks of the fields of him who has a better day ,","3 there 's a passion and pride<br>in our sex ( she replied ) ,<br>and thus ( might i gratify both ) i would do :<br>still an angel appear to each lover beside ,<br>but still be a woman to you .",ngram,gutenberg,1,2,1,1,2,2,2,2,1,1
f70bbf7d-ee61-4b92-8b55-cb51ee0599b0_0,"now here , now there , the shot it hailed<br>in deadly drifts of fiery spray ,<br>yet not a single soldier quailed<br>when wounded comrades round them wailed<br>their dying shout at monterey .","the castle of our desire vultures we should not thought <br>we saw the anted quarry and lone pen <br>a wanderer to the castle of the dead <br>the anted vale, and turret gray, we saw <br>the dimmed vale with a mist and two a star <br>",gutenberg,gpt2,1,1,1,1,2,2,1,1,1,1
707f1ed3-ee65-420b-bccf-6409eb525497_0,"or ever even test facility ! <br>he gotta million plastic coffee makers, <br>to add another drug delivery, <br>for fifty hundred catastrophic failures. <br><br>with iron power only muscle strains ! <br>we know this dirty little pressure vessel, <br>is lying under broken window panes ! <br>an empty belly full of molten metal.","going before thy path , him ,<br>to thee , away ! thy judgment !<br>stand by the faces i see ,<br>and though it 's not virgil<br>light as a shadow of death .<br>in his choice tiny while he was",hafez,lstm,2,1,1,1,1,1,1,2,1,1
d6f5aa67-46d9-4efc-8061-b5ae58e4cd06_0,"with his philibeg an ’ tartan plaid ,<br>an ’ gude claymore down by his side ,<br>the ladies ’ hearts he did trepan ,<br>my gallant braw john highlandman .<br>sing , hey , & c .","and even thus , my soul , be it with thee ,<br>this easter day .<br>with loins girt about , and staff in hand ,<br>as one made ready for the promised land ,<br>who may not stay ;",gutenberg,gutenberg,2,2,2,2,2,2,2,2,2,2
2c0cada2-6261-4df8-8a80-d0bbbe45fa11_0,"but he , older and wiser , stronger and sadder of heart ,<br>remembers still the cruel winter , and knows<br>that in some months that death will come again ;<br>and , for a season , lonelily meditates<br>above his lighter companions ’ frivolity .","“ why do i sing — tra-la-la-la-la !<br>glad as a king ?— tra-la-la-la-la !<br>well , since you ask ,—<br>i have such a pleasant task ,<br>i can not help but sing !",gutenberg,gutenberg,2,1,1,2,2,1,1,2,2,2
abb006e6-366f-452e-a60f-7d9372522526_0,"we shall laugh once more as we used to do , and dance in the old-time way ,<br>for this is the pledge they have made to us who serve in the war to-day ;<br>and the joys of home that we treasure so are the joys that their lives<br>defend ,<br>and they shall give us our christmas time as soon as the war shall end .","and drink , among her dunes and bars ,<br>the mississippi 's boiling tide ,<br>still floating from a million spars ,<br>the nation 's ensign , undefied ,<br>blazons its galaxy of stars .",gutenberg,gutenberg,2,1,1,1,1,2,1,1,1,2
6e099baa-9107-46d8-9698-fc15ee20adb1_0,the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the wand <br>with all her cruell wand'rer as he rides along <br>the meanest serf on sir launfal,"the next with golden thread his arms unfold<br>with such a ruby on his neck display<br>but curl'd in diamond, gems and yellow gold<br>so far away and transport, hurl'd to day",gpt2,deepspeare,2,2,2,2,1,1,1,1,1,2
ad786760-471a-42d7-ae19-b67ec2d910a8_0,"round a bed , while while birds take their last :<br>each friendly it in all , she could n't perhaps ;<br>for he 'll angel you bore him along the o , i friends you do ,<br>until i get away in my sleep ;<br>let others sing too much","viburnum opulus its snowballs is forming ,<br>the peonies are ready to burst into bloom ,<br>rude boreas has ceased for awhile his dread storming ,<br>and nature at last has got rid of her gloom .<br>[ footnote : guelder rose . ]",lstm,gutenberg,2,2,2,1,1,2,2,1,2,2
4a7cfdee-6ad0-4e73-bd5f-16127ec352b2_0,"ten miles vnto a market .<br>i runne to meet a miser ,<br>then in a throng , i nip his bung ,[ 5 ]<br>and the partie ne'er the wiser .<br>still doe i cry , etc .","a smoky rock had hung so sternly low<br>and silent, on this towering vale below<br>the forest in track on the natal shore<br>his accents fell, an angel was before",gutenberg,deepspeare,1,2,2,1,1,1,1,2,1,1
731a4dbe-7197-429b-8773-5ca6538a8452_0,"and i think i should feel as the sun went round<br>that he was not there any more ,<br>but dews were wet on the grass-grown mound<br>on the bed of my love lying underground ,<br>and evening pale on the shore .","we sacrifice to dress , till household joys<br>and comforts cease . dress drains our cellar dry ,<br>and keeps our larder lean ; puts out our fires ,<br>and introduces hunger , frost and woe ,<br>where peace and hospitality might have reign 'd .",gutenberg,gutenberg,2,2,1,2,2,1,1,1,2,2
99e0c8cb-7e1f-4b3d-ac5b-5527b75fde61_0,"“ from the creed of the everlasting dancing<br>crosses thy name .<br>[ . [ henceforth thou thou not ?<br>thou , my old hope , long should however hear<br>your shades from my eye and rebates as wine it steals purple away ,<br>till the wives of a garden that hath gleamed we","pity for such as peace his answer then <br>that more but mutual vengeance may invoke <br>feel these , but if thou shouldst great errors find <br>which , looking out imploring to the thief",lstm,jhamtani,1,1,2,2,2,1,1,2,1,1
ff852b5c-43ef-4634-8cb1-05ac8c662a8b_0,"i am still so blossoming , so young .<br>how shall i go on tiptoe<br>from childhood to annunciation<br>through the dim twilight<br>into thy garden .","shoulder ax and arquebus !—<br>we may find it !— past yon range<br>of sierras , vaporous ,<br>rich with gold and wild and strange<br>that lost region dear to us .",gutenberg,gutenberg,1,2,1,1,2,1,1,2,1,1
22222a8c-e771-4ec6-bfa5-38018f48a199_0,"before, or during any other time,<br>event itself becomes itself. the scene,<br>itself becomes itself. the story- crime,<br>itself. the poem. even poem. all.<br>because. because because because because.<br>the moment changes, changes over small,<br>discrete events, because they are the laws.<br>because events become themselves because.<br>because because. the story changes) pause.","not air from his sore kind ,<br>or languishing by their ancient word in fear , whose cares not rich with ease ;<br>thoughts will call in that there the ] who learned ,<br>and feel that it 's no need not",true_poetry,lstm,1,2,1,2,1,1,1,2,1,1
24789060-d67f-4a49-bd90-177ade1502a0_0,"in sleep we are omnipotent as gods ,<br>beyond our furthest wish we can attain ,<br>unfettered by the chain of circumstance ;<br>sleep then ; or waking , turn and pray again<br>a little more to sleep and to forget .","the bright side ! the bright side !<br>though disappointments throng ,<br>sweet labor lifts the burden and satisfies with song ,<br>and after all the sadness that shades the rugged life ,<br>there 's glory for the struggle and slumber for the strife .",gutenberg,gutenberg,1,1,2,1,1,2,2,2,2,1
d556a6b0-9f65-4dcb-abc6-1cfa53112ca4_0,"this very lovely little alan kay ! <br>they label me another multi user. <br>and scratching at the video display, <br>my own entire personal computer. <br><br>not even having any nicky hilton ! <br>or maybe ever really being itty ! <br>too busy sucking on a hash collision, <br>without an overnight delivery.","in an old book i found her face<br>writ by a dead man long ago —<br>i found , and then i lost the place ;<br>so nothing but her face i know ,<br>and her soft name writ fair below .",hafez,gutenberg,2,1,1,1,1,1,1,1,1,1
430a3902-c9de-494c-a675-3ef24b45d9bb_0,"when the mist drives past and the wind blows high ,<br>and the harbour lights are dim —<br>see where they circle , and dip and fly ,<br>the grey free-lances of wind and sky ,<br>to the far horizon 's rim .","but when my brother 's grief i bear<br>the weight then seems excessive ;<br>his heavy load i inly share ,<br>and loaded down by double care ,<br>my burden feels oppressive .",gutenberg,gutenberg,1,1,1,2,1,2,2,2,2,2
78655b65-33b9-4235-9b91-98b28e10fbdf_0,"i , too , the rapt contentment join and share ;<br>my tide is full ;<br>there is new happiness in earth , in air :<br>all beautiful<br>and fresh the world but now so bare and dull .","the world was in its day of peril dark and glorious <br>wont to believe the dot of fond love, with one <br>in the dawn of the very same ; and when the storm <br>in one dim bourne, from starry bade, iove's eye <br>that looked and",gutenberg,gpt2,1,1,1,1,1,1,2,2,2,1
7f11bcbf-dc96-4c79-abe1-d0f5d652ad37_0,"the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the stones <br>with allrespect, as he ne'er unworthy are of praise <br>‘ tiske the modest and sun","but pure and glistening sand<br>border the placid wave ;<br>he leaves the dangerous land ,<br>to find a treacherous grave :<br>it was deep , you 'll understand .",gpt2,gutenberg,2,1,1,2,2,2,1,1,1,2
6e089c68-afa2-4577-af12-d9d0d8623808_0,"until today, until today, until,<br>today! i never noticed that the ad,<br>before the music started, even till,<br>today! before the music, started, had,<br>before today, before tomorrow, ad,<br>today, tomorrow. even now i add,<br>today before today. i even had,<br>before tonight itself. i always had,<br>today itself. i always had the ad.","mine avenue is all a growth of oaks ,<br>some rent by thunder strokes ,<br>some rustling leaves and acorns in the breeze ; <br>fair fall my fertile trees ,<br>that rear their goodly heads , and live at ease .",true_poetry,gutenberg,2,1,1,2,2,2,2,1,1,1
de85077a-fd45-4dcc-8261-8bb0f661f1e0_0,"she loves rich jewels that flash in the light ,<br>and revels in costly lace ,<br>and first in the morning , and last at night<br>she kisses one ring on her finger white ;<br>( how came those tears on my face ? )","and ever they give me praise and gold ,<br>and ever i moan my loss ,<br>for i struck the blow for my false love 's sake ,<br>and not for the men at the moss .<br>— tarrant moss .",gutenberg,gutenberg,1,2,2,2,2,2,1,2,1,1
f132d4e3-bdc5-456e-9bfb-b698308f203b_0,"each other people wanna introduce. <br>but yet their inner senses stimulate, <br>how many could no longer reproduce, <br>this system hath designed to dominate. <br><br>not one of those who dare manipulate ! <br>the sake of human minds must educate ! <br>accept or stay correct or elevate ! <br>another move and then accelerate.","but those who bore our brains and brain<br>and profit such as thee , awhile under watches the urged —<br>go rule and few god 's glory<br>pale with tears , red with grief to mine ;<br>in heaven she had made a understood<br>around us like the lays bed ;<br>manifold like the",hafez,lstm,1,1,1,2,2,1,1,1,1,1
e8a71c0a-a9f7-43fc-b923-d93ab44a8219_0,"the castle of our desire vultures we found <br>we, in lone and dismal and in the mind <br>we might be both strengthened as we strikes the stones <br>we shouldering stones like these under its portico <br>no man, as it seems, though westminster were whelmed and","some strange story i have read<br>of a man without a soul .<br>mind he had , though soul had fled ;<br>magic gave him gifts instead ,<br>and the form of youth he stole .",gpt2,gutenberg,2,2,2,2,2,1,2,2,1,2
5a832a05-f092-41bb-b02a-8832ef7d441a_0,"like time , and like the river 's fateful flowing ,<br>flowing though the ship has come to rest ,<br>your love is passing through the mist and going ,<br>going infinitely from your breast ,<br>surpassing time on its immortal quest .","to see that nothing could become unwise. <br>this one is written on the status quo, <br>but when some people try to compromise ! <br>they might expect an answer even though. <br><br>not there no matter whether fully willing, <br>or having such a very special stance ! <br>so many major brothers from submitting ! <br>we never really had a second chance.",gutenberg,hafez,1,1,2,1,1,2,1,2,2,2
6bebf92a-3c8e-4988-aee6-290e4837309d_0,"exactly like another person said. <br>i wanna know what happened there despite ! <br>some folks would hate to see themselves misled, <br>with life for twenty thousand years of spite. <br><br>but when the stars were taking over those ! <br>they often felt alone and then denied, <br>a little place that you already chose ! <br>an empty room was barely occupied.","oh , have you thought upon his power ,<br>and learned how weak are mortal men<br>when brought into temptation 's hour ,<br>and “ storms arise and tempests lower ? ”<br>the strong may even falter then .",hafez,gutenberg,1,2,1,2,2,1,2,2,1,1
1281013a-a0d9-432e-913c-6dbb296da397_0,"they might have given me the fortune teller, <br>to see another communist aggression ! <br>no one was only visiting professor ! <br>i never even wanted former chairman. <br><br>not yet too busy making morris hunt ! <br>an overall responsibility, <br>or nothing on a patriotic front ! <br>my life is like a boston symphony.","it is not from bill knowing to take<br>a crowd ,<br>the hidden law on the hills that solemn<br>a offering glossy art was art ;<br>and turning comes its again by wooed ,<br>tree from granted of love and whilst ;<br>hast",hafez,lstm,1,2,1,1,1,1,1,2,2,1
253ff220-a0b4-4b45-92f0-6e8d40a604a6_0,"blow ! blow ! night 's “ mene tekel ” even now<br>glows on her palace-walls , and she shall pass<br>like the dim vapour from a burnish 'd glass ;<br>and no chill shadows o'er the soul shall go ,<br>borne by each weeping west wind to and fro .","the splendor of the kindling day ,<br>the splendor of the setting sun ,<br>these move my soul to wend its way ,<br>and have done<br>with all we grasp and toil amongst and say .",gutenberg,gutenberg,2,2,2,2,1,1,1,2,1,2
a2f914d3-2660-4aa7-8a08-2b4e0e78d592_0,"children exquisite ; now are many a life<br>the sweet life is warm , d<br>mother only daughter , o be hush —<br>but the little spoke held me treasures .<br>the world is happy , i only know ,<br>i answer how my works , and eye","thus , with ho-ho-ho ! and a hi-hi-hi !<br>with a canzonet and tabor ,<br>yea , with ho-ho-ho ! and our hi-hi-hi !<br>we amble , ramble , gambol , i<br>and my lily-fingered neighbor .",lstm,gutenberg,2,2,2,1,1,2,2,1,2,1
443e8ad7-e373-42fd-a5de-160f4d10cdc6_0,"and through black wave and stormy blast ,<br>and out of the fog-wreath dense and dun ,<br>guided and held , shall the vessel run ,<br>gain the fair haven , night being past ,<br>and anchor in the sun ?","music , soft throbbing music in the night ,<br>her memory swims<br>into the brain , a carol of delight ;<br>the cup of music overbrims<br>with wine of memory , in the night .",gutenberg,gutenberg,2,1,2,1,1,2,1,2,1,2
6af2588f-f6f8-4c58-9157-c215251c85d6_0,"the first time that peter deniéd his lord<br>he had neither the throne , nor the keys nor the sword —<br>a poor silly fisherman , what could he do<br>when the cock crew — when the cock crew —<br>but weep for his wickedness when the cock crew ?","the castle of our twoieth under gloom <br>with her best wish, the pleasant flowers <br>that he who these poor rude boughs should find <br>whunder an bushes with a lily and a lute <br>he vines that lily could not,— i could ere feeling forced to",gutenberg,gpt2,1,1,1,1,2,2,2,1,2,2
2c106a71-805e-4489-89a8-a704cc738e7d_0,"it was as if an earthquake rent<br>the hearth-stones of a continent ,<br>and made forlorn<br>the households born<br>of peace on earth , good-will to men !","how weak and little is the light ,<br>all the universe of sight ,<br>love and delight ,<br>before the might ,<br>if you love it not , of night .",gutenberg,gutenberg,1,2,1,1,2,2,1,1,2,1
c84a092d-0b50-4a8c-b1e9-58bfee770c74_0,"the castle of our desire vult, and we desire <br>we should a drink, as full, as dry, and as indeed <br>we cannot touch the tables, as indeed they are <br>the stay of queens above, and list to adventures of men <br>with flowing water and a listless store","out in the blustering darkness , on the deck<br>a gleam of stars looks down . long blurs of black ,<br>the lean destroyers , level with our track ,<br>plunging and stealing , watch the perilous way<br>through backward racing seas and caverns of chill spray .",gpt2,gutenberg,1,1,1,1,1,2,2,2,2,2
f9832552-3b93-4b01-9ca7-d898b8cca154_0,"the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the stones <br>with allrespect, as he ne'er unworthy are of sight <br>this lily the hand of the poor man","the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of splendid <br>who pass 'd to the poor and their slaves, in the blaze <br>and he the tables blaze in all their hands",gpt2,gpt2,2,1,1,1,1,1,1,2,2,1
eeafeaf4-474c-4f84-8309-95466a7e3358_0,"the castle of our desire vultant we should find <br>that beam of all the world away at me <br>mereful and idly desired to be seen <br>the castle where the holy graisies areof this poor ground <br>vale, mistresses o'er, received not better than","can never post apocalyptic fiction. <br>or maybe only yesterday today ! <br>too busy sitting at nebraska lincoln, <br>and getting money over alan kay. <br><br>a little military strategy, <br>to join my very own biology ! <br>another human plant anatomy, <br>the world with positive psychology.",gpt2,hafez,2,1,1,2,1,2,2,1,1,2
4ec899a8-a645-45ca-8d57-d59d998aa20b_0,"god , look out , and say , “ to the world 's high estate . ” <br>the mother answered , “ it 's so , <br>a weary robe of home , <br>in the terrible , long","“ since he made us humble pioneers<br>of himself in consciousness of life 's tears ,<br>it needs no mighty prophecy<br>to tell that what he could mindlessly show<br>his creatures , he himself will know .",ngram,gutenberg,1,2,1,2,1,2,2,2,2,2
9ddce3b2-5216-432e-8d09-7daa76ecf8d4_0,"of flowers, flowers, roses. flowers are,<br>indeed. i wonder what he is on room,<br>on sofa? is that fellow sleeping far,<br>or eating something other than dessert?<br>perhaps, beneath the evening skies of ice,<br>he watches us. perhaps the evening( pert,<br>impatient) evening star( perhaps the nice,<br>delicious evening star, perhaps, perhaps,<br>the pleasant evening star perhaps. he taps.","for , in unwonted purlieus , far and nigh ,<br>at whiles or short or long ,<br>may be discerned a wrong<br>dying as of self-slaughter ; whereat i<br>would raise my voice in song .",true_poetry,gutenberg,2,1,1,1,1,1,1,1,1,1
de2867e5-7494-4ca9-ae8d-9180b8ad4280_0,"however, carry to another place,<br>and into other limits. i am ill,<br>alas! without relief; and, in my case,<br>the doctors cannot rightly profit me.<br>i therefore wander here, deprived alike,<br>i know. of feeling, reason, purpose- he,<br>moreover, who is master here can strike,<br>with proper methods, any latent vice,<br>however dark. besides myself. the price.","in death we all are equal , great and small<br>brought to the common level of the dust ;<br>there is no glory that survives the years ,<br>nay , nay , alike we shall be as we must ;<br>sleep and forget .",true_poetry,gutenberg,2,2,2,1,1,1,1,2,2,2
de04f3b5-2e7d-4c13-b132-c919c6139b2b_0,"... step by step and stair by stair , <br>that withered woman , gray and white and brown —<br>more like a trunk by lichens overgrown<br>than anything which once could have been human .<br>and ever as she goes the palsied woman","has not , since then , love 's prompture deep ,<br>has not love 's whisper evermore<br>been ceaseless , as thy gentle roar ?<br>sole voice , when other voices sleep ,<br>dear under-song in clamor 's hour .",gutenberg,gutenberg,1,2,1,2,1,1,1,2,2,1
0c583e47-0914-4432-9d88-2bbd338944ab_0,"a shorter route to india 's strand<br>columbus failed to find .<br>that was an object truly grand ,<br>but in the wealth of this fair land<br>grandeur and good combine .","ah , pleasure laid up ! haste thou onward and listen ,<br>for the wind of the waste has no music like this ,<br>and not thus do the rocks of the wilderness glisten :<br>with the host of his faithful through sorrow and bliss<br>my lord goeth forth now , and knows me for his .",gutenberg,gutenberg,2,2,2,2,2,2,1,2,1,2
073af9a4-3fb6-433f-adc7-b9d87d29aecc_0,"a smoky rock had hung so sternly low<br>and silent, on this towering vale below<br>the forest in track on the natal shore<br>his accents fell, an angel was before","i have got the bay , a kine , i never ,<br>you must have a own way<br>and joy to be ,<br>sweet young summer , from meadows and thine ,<br>the golden curls and youth ?<br>look into the glass .<br>has no thought to",deepspeare,lstm,2,1,1,1,1,2,2,1,1,2
52b7a93b-1fac-40c7-b04b-67819b97a52f_0,"all the bells on earth shall ring<br>on christmas day ,<br>on christmas day ;<br>all the bells on earth shall ring<br>on christmas day in the morning .","in the last race-birth of the sons of men a travail holdeth me ;<br>but out of the night of pain and tears<br>a new life comes with the rolling years ;<br>and i fondle the child of my hope and fears ,<br>and it seemeth good to me .",gutenberg,gutenberg,1,1,2,2,1,2,2,2,2,2
7a51ed5a-5a2e-4ccf-bf3e-6a89b3598e5a_0,"where the soil oozes under thy feet .<br>better , ah , better to die<br>than to take one step in the mire !<br>oh , blessed to die or to live ,<br>with garments of holy fire !","now hast thou passed from tears and pain away ,<br>thine ear hath caught the heavenly melodies ;—<br>so be it mine , with reverent touch , to-day ,<br>on thy fair head this diadem to lay ,<br>and crown thee queen immortal for the skies !",gutenberg,gutenberg,1,1,2,1,1,1,1,1,1,1
431f5aba-b417-4a38-b7e2-d3c748a79eb4_0,"the castle of our desire vultures we should not thought <br>we saw the anted quarry and lone pen <br>wonder it seem's long since, with the lily charms <br>a stranger, yet idle in the hall <br>that its bloom would upstart were not thought to speak <br>","“ bystanders reason , think of wives<br>and children ere they risk their lives .<br>over the balustrade has bounced<br>a mere instinctive dog , and pounced<br>plumb on the prize . ‘ how well he dives !",gpt2,gutenberg,2,1,1,1,2,1,2,1,1,1
4ebc14ac-6bdb-4a16-8071-96135556cae3_0,"he toiled ! and we , we under such a leader ,<br>forgot all other creeds , but that he taught ,<br>and proud of our clear answer to his summons ,<br>forgot all other fights but that he fought !<br>why did he leave us ?","you going into battle, you afraid?<br>i always battle. never knowing( cut,<br>except to under- say the bottom blade,<br>which is the only thing he wanted cut,<br>because it was uneven, something he,<br>as he pretended, wanted over) what,<br>precisely, was involved. whatever. we,<br>the readers, watching someone else in this,<br>in other, battles, battles, battle) miss.",gutenberg,true_poetry,1,1,1,1,1,1,1,1,1,1
5ec1f059-40bb-454a-ae71-057bffe92e93_0,"the castle of our desire vultures we should not thought <br>we saw the anted quarry and lone pen <br>a stranger from the castle of its shade <br>who in a lone gull ; and would a swooner cry <br>quirinus was muthed, and what it did contain <br>","the castle of our desire vultures we should defend <br>and blot the modest el vines with fraternal rage <br>causing our poor hearts with loud prayer and fine <br>now the poor, in watery lustre daine <br>and the poor india, shicke by a waste of",gpt2,gpt2,1,2,1,1,2,2,1,2,2,1
892aaffd-a830-4442-b913-9851a6c1aca2_0,"nor dart it to the springtime 's home <br>in naked eye the seraphs trembling threw <br>swift , naked , clear , and cares , and agony <br>and cease not too . it is not but to die","thy will , thy way , thy peace , thou knowest best ;<br>let me but see the guiding of thine eye ,<br>let me but know thy voice , and swift reply<br>my soul shall make to every know behest ,<br>doing thy will , not mine .",jhamtani,gutenberg,2,1,2,2,2,2,2,2,2,1
fcbd769b-70d2-4b26-932c-ecbc99533079_0,"because of this transparent water, they,<br>instead of swimming, they begin the men,<br>the children to remove their clothing way,<br>before they enter into heaven, they,<br>instead, begin the painful journey, they,<br>however many there were, down from bay,<br>before they even exit into day,<br>before they even enter into night,<br>before they even notice sunrise light.","only one left with me ,<br>one here and three above ,<br>be not afraid my precious child !<br>the shepherd of the lambs is mild ,—<br>sleep in his love .",true_poetry,gutenberg,1,1,1,1,1,1,2,1,2,1
